id. Response ID,Year[Month Year...ate submitted]],Carmain,Previous Plug in HEVs,Previous BatteryEVs,Previous HybridEVs,Household Income,"Importance of reducing greenhouse gas emissions (-3 not important, 3 important)",Home ownership (own 1),Highest Level of Education,One-way commute distance,Number of people in the household,Age,Gender (Male 1),Number of vehicles in the household,Annual Vehicle MilesTraveled Estimate ,,,,,,,
PHASE_1_851,,2013 Toyota Prius Plug-in,0,0,1,,,,,,1,65,1,2,,,,,,,,
PHASE_1_852,2015,2013 Nissan Leaf,0,0,0,125000,0,1,3,4.66,5,55,0,3,10368.52174,,,,,,,
PHASE_1_853,2015,2014 Toyota RAV4 EV,0,0,1,,2.65,1,3,15.63,4,45,0,3,14571.42857,,,,,,,
PHASE_1_854,2015,2015 Tesla Model S,0,1,0,325000,0.89,1,4,3.9,2,65,0,3,,,,,,,,
PHASE_1_855,2015,2014 Fiat 500e,0,0,0,75000,2.6,1,4,8.66,2,75,0,2,9600,,,,,,,
PHASE_1_856,2015,2014 Toyota Prius Plug-in,0,0,0,325000,1.33,0,4,,3,35,0,2,13846.15385,,,,,,,
PHASE_1_858,2015,2014 Honda Fit EV,0,0,1,50000,2.58,0,3,4.9,1,45,0,2,15886.15385,,,,,,,
PHASE_1_859,2015,2013 Nissan Leaf,0,1,0,275000,1.62,1,4,17.78,5,45,0,2,12705.88235,,,,,,,
PHASE_1_860,2015,2012 Nissan Leaf,0,0,0,175000,1.43,1,3,27.12,5,35,0,2,14482.75862,,,,,,,
PHASE_1_861,2015,2012 Toyota RAV4 EV,0,1,0,225000,0.49,1,2,8.11,4,45,0,3,8444.444444,,,,,,,
PHASE_1_862,2015,2014 Toyota Prius Plug-in,0,0,0,125000,1.54,1,3,2.97,4,45,0,2,20571.42857,,,,,,,
PHASE_1_863,2015,2013 Chevrolet Volt,0,0,1,50000,2.54,1,4,1.84,2,55,1,2,12000,,,,,,,
PHASE_1_864,2015,2014 Toyota RAV4 EV,1,0,0,125000,2.97,1,4,72.58,2,55,0,1,4500,,,,,,,
PHASE_1_865,2015,2013 Chevrolet Volt,0,0,1,375000,-1.39,1,4,48.78,4,55,0,4,27083.52,,,,,,,
PHASE_1_866,2015,2014 Tesla Model S,0,0,0,425000,2,1,4,12.13,2,65,0,2,14215.38462,,,,,,,
PHASE_1_867,2015,2013 Tesla Model S,0,0,0,225000,2.85,1,4,25.71,3,35,0,3,20400,,,,,,,
PHASE_1_868,2015,2014 Tesla Model S,0,0,0,125000,0.83,1,4,24.63,5,35,0,3,13904.4,,,,,,,
PHASE_1_869,2015,2013 Chevrolet Volt,1,1,0,275000,2.93,1,3,10.96,4,45,0,5,10448.16,,,,,,,
PHASE_1_870,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_871,2015,2013 Chevrolet Volt,0,0,0,75000,2.78,0,4,16,1,55,0,2,11872.88889,,,,,,,
PHASE_1_873,2015,2014 Chevrolet Volt,0,0,0,125000,-0.37,1,2,,5,55,0,2,4500,,,,,,,
PHASE_1_874,,2014 Chevrolet Spark EV,0,0,0,,,,,3.7,2,75,1,2,,,,,,,,
PHASE_1_875,2015,2012 Toyota Prius Plug-in,0,0,0,75000,2.57,1,2,35.29,2,65,0,2,13284.8,,,,,,,
PHASE_1_876,2015,2013 Toyota Prius Plug-in,0,0,0,175000,0.74,1,3,42.66,4,35,1,3,26023.82609,,,,,,,
PHASE_1_877,,2014 Tesla Model S,0,1,0,,,,,,4,55,0,5,,,,,,,,
PHASE_1_878,,2014 Tesla Model S,0,1,0,,,,,8.95,4,65,0,1,,,,,,,,
PHASE_1_879,2015,2014 Toyota Prius Plug-in,0,0,0,175000,2.43,1,4,20.22,1,65,1,1,15805,,,,,,,
PHASE_1_880,2015,2013 Ford Fusion Energi,0,0,1,,2.41,1,3,65.33,4,45,1,2,15840,,,,,,,
PHASE_1_881,2015,2013 Nissan Leaf,0,0,1,175000,2.34,1,4,3.15,3,55,0,3,6000,,,,,,,
PHASE_1_882,2015,2013 Nissan Leaf,0,0,0,225000,2.54,1,3,8.51,3,65,0,3,13728.85714,,,,,,,
PHASE_1_883,2015,2014 Ford Fusion Energi,0,0,0,75000,1.86,1,4,18.04,3,55,0,4,23018.76923,,,,,,,
PHASE_1_884,2015,2014 Chevrolet Volt,1,1,0,,2.94,1,3,12.94,5,55,0,5,9066.666667,,,,,,,
PHASE_1_885,2015,2014 Chevrolet Volt,0,0,0,325000,2.58,1,4,,4,35,0,4,10885.71429,,,,,,,
PHASE_1_886,2015,2013 Ford Focus Electric,0,0,0,75000,-3,1,2,4.69,4,35,0,2,11500,,,,,,,
PHASE_1_887,2015,2014 Chevrolet Volt,0,0,0,125000,2.65,1,3,1.18,2,65,0,2,13129.41176,,,,,,,
PHASE_1_888,2015,2014 Toyota RAV4 EV,0,0,0,,1.04,1,4,29.65,3,35,0,3,12000,,,,,,,
PHASE_1_889,,2013 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_890,2015,2014 Nissan Leaf,0,0,1,500000,0,1,4,23.85,4,45,0,3,13153.84615,,,,,,,
PHASE_1_891,,2013 Tesla Model S,0,0,0,,,,,2.69,2,65,0,2,,,,,,,,
PHASE_1_892,,2014 Fiat 500e,,,,,,,,,,,,2,,,,,,,,
PHASE_1_893,2015,2014 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_894,2015,2013 Fiat 500e,0,0,0,125000,2.61,1,4,8.9,4,45,0,3,11842.5,,,,,,,
PHASE_1_895,,2013 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_896,2015,2013 Toyota RAV4 EV,0,0,1,275000,1.75,1,4,32.12,2,55,1,3,8701.565217,,,,,,,
PHASE_1_897,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_898,2015,2014 Toyota Prius Plug-in,0,0,1,175000,2.57,1,4,28.73,3,55,1,2,23076.92308,,,,,,,
PHASE_1_899,,2011 Nissan Leaf,0,0,0,,,,,10.65,2,65,0,5,,,,,,,,
PHASE_1_900,2015,2014 Nissan Leaf,0,0,0,175000,2.51,0,4,6.81,3,35,0,2,6666.666667,,,,,,,
PHASE_1_901,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_902,2015,2012 Tesla Model S,0,0,0,,1.9,1,4,16.55,1,25,0,1,19714.28571,,,,,,,
PHASE_1_903,2015,2013 Ford Fusion Energi,0,0,0,175000,0.36,1,3,,5,35,0,2,17250,,,,,,,
PHASE_1_905,,2014 Toyota Prius Plug-in,,,,,,,,,,,,3,,,,,,,,
PHASE_1_906,,2013 Ford Fusion Energi,0,0,1,,,,,,,,,3,,,,,,,,
PHASE_1_907,2015,2014 Smart fortwo,0,0,0,225000,0.59,1,3,3.01,3,55,0,2,4714.285714,,,,,,,
PHASE_1_908,,2015 Nissan Leaf,0,0,0,125000,-2.8,1,2,29.92,2,55,0,3,,,,,,,,
PHASE_1_909,2015,2014 Ford C-Max Energi,0,0,0,275000,,0,4,91.72,2,45,0,3,22500,,,,,,,
PHASE_1_910,2015,2013 Nissan Leaf,0,0,0,,-0.36,1,3,0.22,3,55,1,4,8000,,,,,,,
PHASE_1_911,,2015 Tesla Model S,0,1,0,,,,,19.7,2,55,0,4,,,,,,,,
PHASE_1_912,,2013 Fiat 500e,,,,,,,,9.74,1,45,1,1,,,,,,,,
PHASE_1_913,2015,2013 Ford C-Max Energi,0,0,0,,0,1,3,,4,55,0,3,19058.82353,,,,,,,
PHASE_1_914,2015,2014 Honda Accord Plug-in Hybrid,0,0,0,125000,0,1,3,24.99,2,45,0,2,16800,,,,,,,
PHASE_1_915,2015,2013 Chevrolet Volt,0,0,0,,0,1,2,3.53,3,45,0,3,26009.33333,,,,,,,
PHASE_1_916,2015,2013 Toyota RAV4 EV,,,,,,,,,,,,1,,,,,,,,
PHASE_1_917,2015,2013 Chevrolet Volt,0,0,0,75000,-1.17,1,2,5.9,1,55,0,1,5234.482759,,,,,,,
PHASE_1_918,2015,2014 Ford C-Max Energi,0,0,0,125000,2.57,0,4,2.77,2,55,1,2,21129.33333,,,,,,,
PHASE_1_923,2015,2013 Honda Fit EV,0,0,0,325000,-2.37,1,4,24.45,4,55,0,3,16636.36364,,,,,,,
PHASE_1_920,2015,2014 Fiat 500e,0,0,1,225000,2.96,1,2,19.93,3,55,0,3,11672.72727,,,,,,,
PHASE_1_921,2015,2012 Ford Focus Electric,,,,,,,,,,,,1,,,,,,,,
PHASE_1_922,,2013 Nissan Leaf,0,0,0,,,,,,,,,2,,,,,,,,
PHASE_1_924,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_925,2015,2015 Fiat 500e,0,0,0,275000,2.75,1,4,21.08,2,35,0,3,8000,,,,,,,
PHASE_1_926,2015,2013 Chevrolet Volt,0,0,0,175000,2.05,1,2,40.07,3,55,0,5,29024.25,,,,,,,
PHASE_1_927,2015,2013 Honda Fit EV,0,1,0,325000,1.12,1,4,20.06,2,55,1,2,29845.5,,,,,,,
PHASE_1_928,,2014 Tesla Model S,0,0,0,,,,,,4,55,0,2,,,,,,,,
PHASE_1_929,2015,2013 Toyota Prius Plug-in,0,0,0,125000,-0.35,1,3,18.74,2,65,0,3,14857.14286,,,,,,,
PHASE_1_930,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_931,2015,2012 Toyota RAV4 EV,0,1,1,125000,2.69,1,4,18.89,4,45,0,2,10661.53846,,,,,,,
PHASE_1_932,,2014 Fiat 500e,0,0,0,,,,,3.6,2,25,0,2,,,,,,,,
PHASE_1_933,2015,2014 Smart fortwo,,,,50000,2.47,0,3,9.59,1,55,0,2,8160,,,,,,,
PHASE_1_934,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_935,2015,2014 Toyota Prius Plug-in,0,0,0,175000,-3,1,4,24.56,3,35,0,3,17333.33333,,,,,,,
PHASE_1_936,2015,2012 Nissan Leaf,0,0,0,500000,2.37,1,4,,4,55,0,3,10000,,,,,,,
PHASE_1_937,2015,2014 Tesla Model S,0,0,0,125000,2.59,1,4,,2,65,0,3,15300,,,,,,,
PHASE_1_938,2015,2015 Toyota Prius Plug-in,1,0,1,125000,-1.17,1,2,32.33,2,65,1,3,12000,,,,,,,
PHASE_1_939,2015,2012 Tesla Model S,0,1,1,225000,2.67,1,4,62.52,2,55,0,2,19200,,,,,,,
PHASE_1_940,2015,2014 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_941,2015,2014 Chevrolet Volt,,,,,,,,,,,,1,,,,,,,,
PHASE_1_942,2015,2014 Fiat 500e,0,0,1,125000,2.68,1,3,25.29,3,35,0,2,10909.09091,,,,,,,
PHASE_1_943,2015,2013 Chevrolet Volt,0,0,0,75000,2.52,1,3,0.56,2,55,0,2,15600,,,,,,,
PHASE_1_944,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_945,2015,2013 Fiat 500e,0,1,0,75000,2.75,1,4,2.3,3,55,0,2,10328.8,,,,,,,
PHASE_1_946,2015,2013 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_947,,2013 Ford Focus Electric,0,0,0,,,,,6.47,2,45,1,2,,,,,,,,
PHASE_1_948,2015,2013 Fiat 500e,0,0,0,225000,2.78,1,4,4.27,4,55,0,2,4120,,,,,,,
PHASE_1_949,2015,2013 Chevrolet Volt,0,0,1,125000,2.74,1,3,7.57,2,65,0,3,13040.57143,,,,,,,
PHASE_1_950,2015,2014 Nissan Leaf,0,0,0,75000,2.65,1,2,26.87,4,55,0,2,14142.85714,,,,,,,
PHASE_1_951,,2014 Ford C-Max Energi,,,,,,,,,,,,1,,,,,,,,
PHASE_1_952,2015,2014 Chevrolet Spark EV,0,0,0,425000,2.6,1,4,30.94,2,80,0,2,5960.25,,,,,,,
PHASE_1_953,2015,2013 Honda Fit EV,0,0,0,,,1,4,1.35,3,45,0,2,7186.83871,,,,,,,
PHASE_1_954,2015,2014 Chevrolet Spark EV,,,,,,,,,,,,1,,,,,,,,
PHASE_1_955,2015,2014 Tesla Model S,0,0,0,175000,2.9,1,4,40.48,2,65,0,2,15095,,,,,,,
PHASE_1_956,2015,2012 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_957,2015,2013 Ford C-Max Energi,0,0,0,175000,-0.45,1,4,27.23,4,55,0,4,10945.09091,,,,,,,
PHASE_1_958,2015,2013 Ford Focus Electric,0,0,0,225000,2.6,1,3,22.36,4,55,0,2,12804.8,,,,,,,
PHASE_1_959,,2012 Toyota RAV4 EV,,,,,,,,,,,,1,,,,,,,,
PHASE_1_960,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_963,2015,2014 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_962,2015,2011 Nissan Leaf,0,0,0,175000,2.53,1,3,5.11,5,55,0,2,6521.73913,,,,,,,
PHASE_1_964,2015,2014 Tesla Model S,0,0,0,,0.21,1,3,8.92,2,55,1,2,14307.69231,,,,,,,
PHASE_1_965,2015,2014 Toyota Prius Plug-in,0,1,0,225000,-2.85,1,3,14.87,2,65,0,2,24000,,,,,,,
PHASE_1_966,2015,2013 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_967,2015,2014 Tesla Model S,0,0,1,225000,2.5,1,4,21.26,1,65,0,2,32727.27273,,,,,,,
PHASE_1_968,2015,2014 Toyota Prius Plug-in,0,0,0,125000,0,1,4,30.3,3,35,0,3,21428.57143,,,,,,,
PHASE_1_969,2015,2012 Toyota Prius Plug-in,0,0,1,125000,-2.62,1,4,4.66,2,55,0,3,10344.82759,,,,,,,
PHASE_1_991,2015,2014 Chevrolet Spark EV,0,0,0,75000,2.75,1,2,25.61,4,55,1,4,12942.85714,,,,,,,
PHASE_1_971,2015,2014 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_972,2015,2012 Tesla Model S,0,0,0,175000,2.79,1,4,37.13,2,65,0,3,18000,,,,,,,
PHASE_1_973,2015,2013 Chevrolet Volt,0,0,0,175000,1.98,1,3,23.04,4,65,0,5,11625,,,,,,,
PHASE_1_974,2015,2013 Chevrolet Volt,0,0,1,225000,2.79,1,4,4.21,4,55,0,3,7145.454545,,,,,,,
PHASE_1_975,2015,2014 Chevrolet Volt,0,0,0,125000,2.79,1,4,3.85,2,65,0,3,2769.230769,,,,,,,
PHASE_1_976,2015,2014 Fiat 500e,0,0,1,175000,2.6,1,3,,2,65,0,3,8936,,,,,,,
PHASE_1_977,2015,2013 Nissan Leaf,0,0,0,175000,-3,1,3,24.34,4,35,0,3,13565.21739,,,,,,,
PHASE_1_978,,2013 Nissan Leaf,0,0,0,,,,,7.93,2,45,0,3,,,,,,,,
PHASE_1_990,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_979,2015,2014 Fiat 500e,0,0,0,275000,,1,3,33.46,2,35,0,4,16500,,,,,,,
PHASE_1_980,2015,2012 Chevrolet Volt,0,0,0,175000,-1.55,1,3,,3,35,0,2,11675.67568,,,,,,,
PHASE_1_981,2015,2013 Toyota Prius Plug-in,0,0,1,125000,2.3,1,4,4.51,3,65,0,2,6782.608696,,,,,,,
PHASE_1_982,2015,2014 Toyota RAV4 EV,0,0,0,125000,2.78,1,3,12.21,4,35,0,2,16363.63636,,,,,,,
PHASE_1_986,2015,2014 Chevrolet Volt,0,0,0,125000,1.71,1,4,16.57,2,65,0,1,7200,,,,,,,
PHASE_1_984,2015,2013 Fiat 500e,0,0,0,375000,2.75,1,4,38.64,3,45,0,4,3692.307692,,,,,,,
PHASE_1_985,2015,2013 Nissan Leaf,0,0,0,125000,0,1,3,29.23,4,35,0,2,14836.36364,,,,,,,
PHASE_1_987,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_988,2015,2013 Chevrolet Volt,0,0,1,50000,2.81,1,4,32.21,1,55,1,1,7061.538462,,,,,,,
PHASE_1_989,2015,2014 Chevrolet Volt,0,0,0,75000,0,0,3,25.37,2,25,0,2,10500,,,,,,,
PHASE_1_992,2015,2014 Toyota RAV4 EV,1,0,0,175000,2.71,1,4,3.4,2,65,0,2,9612,,,,,,,
PHASE_1_993,2015,2013 Toyota RAV4 EV,0,0,0,125000,2.81,1,3,,5,35,0,2,15000,,,,,,,
PHASE_1_994,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_995,2015,2012 Nissan Leaf,0,0,0,375000,2.68,1,4,24.24,2,45,1,2,12342.85714,,,,,,,
PHASE_1_996,2015,2015 Nissan Leaf,,,,75000,0.16,0,3,0.65,2,25,1,2,7500,,,,,,,
PHASE_1_997,2015,2013 Toyota Prius Plug-in,0,0,0,175000,0.17,1,4,23.9,3,45,1,2,19304.34783,,,,,,,
PHASE_1_998,2015,2014 Chevrolet Volt,0,0,0,225000,1.21,1,2,32.61,3,55,0,2,21806.66667,,,,,,,
PHASE_1_999,,2013 Nissan Leaf,0,0,0,,,,,,,,,2,,,,,,,,
PHASE_1_1000,2015,2014 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1002,2015,2012 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1003,2015,2013 Fiat 500e,0,0,0,500000,2.59,1,4,32.64,3,45,0,2,11775,,,,,,,
PHASE_1_1004,2015,2013 Ford C-Max Energi,0,0,1,175000,2.72,1,2,3.5,3,75,0,2,4921.44,,,,,,,
PHASE_1_1005,2015,2014 Nissan Leaf,0,0,1,175000,2.77,1,4,19.84,3,55,0,3,9763.636364,,,,,,,
PHASE_1_1006,2015,2013 Ford C-Max Energi,0,0,0,175000,2.5,1,4,13.67,3,35,0,2,9000,,,,,,,
PHASE_1_1007,2015,2013 Fiat 500e,0,0,0,125000,0.91,1,3,,1,35,1,2,7425,,,,,,,
PHASE_1_1008,2015,2014 Chevrolet Volt,0,0,0,125000,0.2,1,4,17.5,2,45,0,1,5731.2,,,,,,,
PHASE_1_1009,,2014 Smart fortwo,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1010,2015,2014 Ford Focus Electric,0,0,0,125000,1.01,1,4,16.11,5,35,0,2,12525,,,,,,,
PHASE_1_1011,2015,2013 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1012,2015,2014 Toyota Prius Plug-in,0,0,0,125000,0,1,4,15.69,4,45,0,2,10050,,,,,,,
PHASE_1_1013,2015,2014 Honda Fit EV,0,1,0,125000,0,1,2,10.93,3,55,0,4,14769.23077,,,,,,,
PHASE_1_1014,2015,2014 Tesla Model S,0,0,0,125000,2.85,1,2,8.91,2,65,0,1,4200,,,,,,,
PHASE_1_1015,2015,2014 Toyota Prius Plug-in,0,0,0,,2.8,1,3,34.45,2,55,0,2,23071.38462,,,,,,,
PHASE_1_1016,2015,2014 Honda Accord Plug-in Hybrid,0,0,0,325000,-2.6,1,3,31.21,2,55,0,2,16363.63636,,,,,,,
PHASE_1_1017,2015,2014 Ford Fusion Energi,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1018,2015,2015 Tesla Model S,1,1,0,500000,2.78,1,3,22.1,2,55,0,4,12300,,,,,,,
PHASE_1_1019,,2014 Fiat 500e,0,0,0,,,,,12.3,3,45,0,2,,,,,,,,
PHASE_1_1021,2015,2013 Nissan Leaf,0,0,0,325000,2.43,1,3,12.89,3,55,0,2,12000,,,,,,,
PHASE_1_1022,2015,2013 Nissan Leaf,0,0,0,125000,0,1,2,8.02,2,45,0,2,7680,,,,,,,
PHASE_1_1023,2015,2014 Ford C-Max Energi,0,0,0,425000,2.24,1,3,9.84,2,45,1,2,11836.36364,,,,,,,
PHASE_1_1024,2015,2014 Chevrolet Spark EV,0,0,0,175000,2.65,1,3,15.49,3,35,1,3,13000,,,,,,,
PHASE_1_1025,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1026,2015,2012 Tesla Model S,0,0,0,475000,1.46,1,3,37.35,4,45,0,3,24000,,,,,,,
PHASE_1_1028,2015,2013 Chevrolet Volt,,,,225000,2.6,1,4,11.71,3,55,0,3,14526.31579,,,,,,,
PHASE_1_1029,,2014 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1030,2015,2013 Toyota Prius Plug-in,0,0,1,125000,2.55,1,4,33.48,2,55,0,3,21333.33333,,,,,,,
PHASE_1_1031,2015,2011 Nissan Leaf,0,0,1,500000,2.54,1,3,5.9,2,55,1,3,6382.978723,,,,,,,
PHASE_1_1032,2015,2014 Toyota RAV4 EV,0,1,0,175000,1.07,1,4,6.83,4,45,0,2,10000,,,,,,,
PHASE_1_1033,2015,2013 Toyota Prius Plug-in,1,0,0,175000,-1.51,1,4,19.69,5,45,1,4,17142.85714,,,,,,,
PHASE_1_1034,2015,2013 Honda Fit EV,0,0,0,75000,2.63,1,3,11.07,2,55,0,2,15002.72727,,,,,,,
PHASE_1_1035,2015,2013 Ford Fusion Energi,0,1,0,325000,2.91,1,4,10.34,3,55,0,3,6782.608696,,,,,,,
PHASE_1_1036,2015,2013 Nissan Leaf,0,0,0,125000,2.66,1,4,1.02,2,65,0,3,8685.714286,,,,,,,
PHASE_1_1037,2015,2013 Chevrolet Volt,0,1,0,225000,-1.9,1,3,19.75,3,45,0,3,17755.28571,,,,,,,
PHASE_1_1038,2015,2013 Nissan Leaf,0,0,1,175000,1.11,1,3,15.98,5,45,0,3,11341.41176,,,,,,,
PHASE_1_1039,2015,2012 Toyota Prius Plug-in,0,0,0,275000,2.81,1,4,2.21,2,55,0,2,4137.931034,,,,,,,
PHASE_1_1040,2015,2014 Toyota Prius Plug-in,0,0,0,125000,1.82,1,3,3.32,4,35,0,2,20340,,,,,,,
PHASE_1_1041,,2013 Chevrolet Volt,0,0,1,,,,,,5,55,0,4,,,,,,,,
PHASE_1_1042,2015,2015 Ford Fusion Energi,0,0,0,175000,2.59,1,3,7.03,2,45,0,2,6075,,,,,,,
PHASE_1_1043,2015,2014 Chevrolet Volt,0,0,0,275000,2.76,0,3,6.93,4,45,0,2,10259.07692,,,,,,,
PHASE_1_1044,,2013 Fiat 500e,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1045,2015,"2013 Tesla Model S, P85",0,0,0,225000,2.54,1,4,5.71,2,55,0,4,12631.57895,,,,,,,
PHASE_1_1046,2015,2015 Nissan Leaf,0,0,0,175000,0.84,1,3,32.22,5,35,0,3,15000,,,,,,,
PHASE_1_1047,2015,2014 BMW i3,1,0,0,500000,2.76,1,3,2.41,4,45,1,2,6000,,,,,,,
PHASE_1_1048,,2013 Tesla Model S,,,,,,,,,,,,3,,,,,,,,
PHASE_1_1049,2015,2013 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1050,2015,2013 Ford Focus Electric,0,0,0,225000,2.76,1,3,24.52,5,45,0,3,10714.28571,,,,,,,
PHASE_1_1051,2015,2013 Chevrolet Volt,0,0,0,125000,2.67,1,2,29.8,2,65,1,2,3333.333333,,,,,,,
PHASE_1_1052,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1053,2015,2014 Toyota Prius Plug-in,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1054,2015,2013 Nissan Leaf,0,0,0,75000,2.88,1,3,14.56,1,35,0,2,9000,,,,,,,
PHASE_1_1055,2015,2014 Toyota RAV4 EV,1,0,1,325000,1.92,1,3,6.89,2,65,0,3,8571.428571,,,,,,,
PHASE_1_1056,2015,2015 Fiat 500e,0,0,1,75000,2.57,0,4,13.54,2,55,0,2,9000,,,,,,,
PHASE_1_1058,2015,2013 Tesla Model S,0,1,0,225000,1.92,1,4,,2,55,0,2,7636.363636,,,,,,,
PHASE_1_1059,,2012 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1060,2015,2013 Smart fortwo,,,,75000,2.76,0,3,1.76,1,35,0,1,3717.882353,,,,,,,
PHASE_1_1061,2015,2012 Nissan Leaf,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1062,2015,2013 Nissan Leaf,0,0,1,275000,2.47,1,4,1.52,3,45,1,2,10588.23529,,,,,,,
PHASE_1_1063,2015,2014 Tesla Model S,0,0,0,175000,,0,3,9.18,4,35,0,2,9085.714286,,,,,,,
PHASE_1_1064,2015,2014 Ford Fusion Energi,0,0,0,75000,1.97,0,4,34.94,3,45,1,3,22369.5,,,,,,,
PHASE_1_1065,2015,2012 Toyota RAV4 EV,1,0,0,225000,1.68,1,4,,3,45,0,3,10560,,,,,,,
PHASE_1_1067,2015,2013 Tesla Model S,0,0,0,225000,2.12,1,4,12.46,5,45,0,2,21593.76,,,,,,,
PHASE_1_1073,2015,2013 Chevrolet Volt,0,0,1,125000,2.59,1,3,16.55,3,45,0,3,12000,,,,,,,
PHASE_1_1068,,2013 Toyota RAV4 EV,0,0,1,,,,,,,,,5,,,,,,,,
PHASE_1_1069,2015,2014 Ford Focus Electric,0,0,0,325000,2.76,1,4,13.67,6,45,0,2,11693.64706,,,,,,,
PHASE_1_1070,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1071,2015,2012 Nissan Leaf,0,0,1,125000,2.8,1,3,13.19,2,55,0,3,8000,,,,,,,
PHASE_1_1072,2015,2013 Toyota Prius Plug-in,0,0,1,,2.58,1,3,81.36,3,65,0,3,21692.30769,,,,,,,
PHASE_1_1074,2015,2012 Toyota Prius Plug-in,1,0,0,125000,2.66,0,3,7.42,2,65,1,2,14129.03226,,,,,,,
PHASE_1_1075,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1076,2015,2014 Nissan Leaf,0,1,0,,2.69,1,4,29.8,4,45,0,3,13090.90909,,,,,,,
PHASE_1_1077,2015,2013 Tesla Model S,0,0,0,,2.47,1,4,21.27,5,45,0,3,21391.30435,,,,,,,
PHASE_1_1078,2015,2014 Ford Focus Electric,1,0,0,225000,0,1,3,21.1,2,35,0,2,9845.538462,,,,,,,
PHASE_1_1079,2015,2013 Nissan Leaf,0,0,0,125000,0,0,3,2.43,3,45,0,2,7680,,,,,,,
PHASE_1_1080,2015,2013 Toyota RAV4 EV,0,0,1,125000,-2.21,1,3,8.23,4,35,0,2,10000,,,,,,,
PHASE_1_1081,2015,2014 Ford C-Max Energi,0,0,0,275000,2.57,1,3,41.97,3,45,1,3,10431.27273,,,,,,,
PHASE_1_1082,2015,2014 Honda Accord Plug-in Hybrid,0,0,0,275000,0,1,3,13.76,4,45,1,2,37089.6,,,,,,,
PHASE_1_1083,2015,2013 Fiat 500e,0,0,0,175000,-2.86,1,3,2.59,4,55,0,3,10490.66667,,,,,,,
PHASE_1_1084,2015,2014 Tesla Model S,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1085,2015,2014 Chevrolet Volt,0,0,0,175000,2.05,0,4,14.95,2,25,1,2,15041,,,,,,,
PHASE_1_1086,2015,2013 Nissan Leaf,0,0,0,175000,1.11,1,4,26.09,5,45,0,2,13894.73684,,,,,,,
PHASE_1_1087,,,,,,,,,,,,,,1,,,,,,,,
PHASE_1_1088,2015,2013 Nissan Leaf,0,0,0,75000,2.65,1,3,14.67,4,35,0,2,10714.28571,,,,,,,
PHASE_1_1089,2015,2013 Ford C-Max Energi,0,0,1,75000,2.63,1,3,5.87,2,65,0,2,16110.28571,,,,,,,
PHASE_1_1090,2015,2014 Chevrolet Volt,0,0,0,75000,2.59,1,3,18.39,2,45,0,3,13932.92308,,,,,,,
PHASE_1_1091,2015,2013 Chevrolet Volt,0,0,0,125000,,1,3,,2,65,0,2,9018,,,,,,,
PHASE_1_1092,2015,2013 Nissan Leaf,0,0,0,225000,1.19,1,4,20.19,3,65,0,3,12352.94118,,,,,,,
PHASE_1_1093,,2014 Ford Fusion Energi,0,0,0,,,,,23.4,5,35,0,2,,,,,,,,
PHASE_1_1094,2015,2013 Ford C-Max Energi,0,0,1,125000,2.75,1,4,8.87,2,,0,3,9481.714286,,,,,,,
