year,county,fuel_type,make,model,number_of_vehicles
2017,Los Angeles,PHEV,Cadillac,ELR,2
2017,Los Angeles,PHEV,Chevrolet,Volt,4566
2017,Los Angeles,PHEV,Chrysler,Pacifica Hybrid,191
2017,Los Angeles,PHEV,Ford,C-MAX Energi,697
2017,Los Angeles,PHEV,Ford,Fusion Energi,1185
2017,Los Angeles,PHEV,Honda,Accord PHEV,8
2017,Los Angeles,PHEV,Honda,Clarity PHEV,31
2017,Los Angeles,PHEV,Hyundai,Sonata PHEV,157
2017,Los Angeles,PHEV,Karma,Revero,2
2017,Los Angeles,PHEV,Kia,Optima PHEV,321
2017,Los Angeles,PHEV,Mercedes-Benz,C-Class,334
2017,Los Angeles,PHEV,Mercedes-Benz,GLE,79
2017,Los Angeles,PHEV,Mercedes-Benz,S-Class,251
2017,Los Angeles,PHEV,MINI,Countryman PHEV,18
2017,Los Angeles,PHEV,Porsche,Cayenne,174
2017,Los Angeles,PHEV,Porsche,Panamera,7
2017,Los Angeles,PHEV,Toyota,Prius PHEV,120
2017,Los Angeles,PHEV,Toyota,Prius Prime,2261
2017,Los Angeles,PHEV,Volvo,S90,4
2017,Los Angeles,PHEV,Volvo,XC60,7
2017,Los Angeles,PHEV,Volvo,XC90,152
2017,Los Angeles,FCEV,Honda,Clarity Fuel Cell,137
2017,Los Angeles,FCEV,Hyundai,Tucson Fuel Cell,11
2017,Los Angeles,FCEV,Toyota,Mirai,599
2017,Madera,BEV,Chevrolet,Bolt EV,5
2017,Madera,BEV,Chevrolet,Spark EV,4
2017,Madera,BEV,FIAT,500e,40
2017,Madera,BEV,Nissan,Leaf,3
2017,Madera,BEV,Tesla,Model S,5
2017,Madera,BEV,Tesla,Model X,1
2017,Madera,BEV,Volkswagen,e-Golf,1
2017,Madera,PHEV,BMW,3 Series,1
2017,Madera,PHEV,BMW,5 Series,2
2017,Madera,PHEV,BMW,X5,1
2017,Madera,PHEV,Chevrolet,Volt,10
2017,Madera,PHEV,Ford,Fusion Energi,4
2017,Madera,PHEV,Toyota,Prius Prime,11
2017,Madera,PHEV,Volvo,XC90,1
2017,Marin,BEV,BMW,i3,40
2017,Marin,BEV,Chevrolet,Bolt EV,193
2017,Marin,BEV,Chevrolet,Spark EV,10
2017,Marin,BEV,FIAT,500e,57
2017,Marin,BEV,Ford,Focus,20
2017,Marin,BEV,Honda,Clarity BEV,7
2017,Marin,BEV,Kia,Soul EV,3
2017,Marin,BEV,Mercedes-Benz,B-Class,13
2017,Marin,BEV,Nissan,Leaf,61
2017,Marin,BEV,Smart,Fortwo BEV Drive,4
2017,Marin,BEV,Tesla,Model 3,7
2017,Marin,BEV,Tesla,Model S,225
2017,Marin,BEV,Tesla,Model X,101
2017,Marin,BEV,Volkswagen,e-Golf,114
2017,Marin,PHEV,Audi,A3 Sportback e-tron,48
2017,Marin,PHEV,BMW,3 Series,26
2017,Marin,PHEV,BMW,5 Series,16
2017,Marin,PHEV,BMW,i3 REx,86
2017,Marin,PHEV,BMW,i8,3
2017,Marin,PHEV,BMW,X5,21
2017,Marin,PHEV,Cadillac,CT6 PHEV,1
2017,Marin,PHEV,Chevrolet,Volt,119
2017,Marin,PHEV,Chrysler,Pacifica Hybrid,8
2017,Marin,PHEV,Ford,C-MAX Energi,37
2017,Marin,PHEV,Ford,Fusion Energi,38
2017,Marin,PHEV,Honda,Clarity PHEV,2
2017,Marin,PHEV,Hyundai,Sonata PHEV,5
2017,Marin,PHEV,Kia,Optima PHEV,2
2017,Marin,PHEV,Mercedes-Benz,C-Class,10
2017,Marin,PHEV,Mercedes-Benz,GLE,5
2017,Marin,PHEV,Mercedes-Benz,S-Class,4
2017,Marin,PHEV,MINI,Countryman PHEV,1
2017,Marin,PHEV,Porsche,Cayenne,7
2017,Marin,PHEV,Toyota,Prius PHEV,9
2017,Marin,PHEV,Toyota,Prius Prime,125
2017,Marin,PHEV,Volvo,XC60,1
2017,Marin,PHEV,Volvo,XC90,14
2017,Marin,FCEV,Honda,Clarity Fuel Cell,7
2017,Marin,FCEV,Toyota,Mirai,18
2017,Mariposa,BEV,Tesla,Model 3,1
2017,Mariposa,PHEV,Chevrolet,Volt,2
2017,Mariposa,PHEV,Ford,C-MAX Energi,1
2017,Mariposa,PHEV,Ford,Fusion Energi,1
2017,Mendocino,BEV,Chevrolet,Bolt EV,10
2017,Mendocino,BEV,FIAT,500e,1
2017,Mendocino,BEV,Honda,Clarity BEV,1
2017,Mendocino,BEV,Kia,Soul EV,1
2017,Mendocino,BEV,Mercedes-Benz,B-Class,1
2017,Mendocino,BEV,Nissan,Leaf,3
2017,Mendocino,BEV,Tesla,Model S,10
2017,Mendocino,BEV,Tesla,Model X,10
2017,Mendocino,BEV,Volkswagen,e-Golf,2
2017,Mendocino,PHEV,Audi,A3 Sportback e-tron,2
2017,Mendocino,PHEV,BMW,3 Series,2
2017,Mendocino,PHEV,BMW,5 Series,1
2017,Mendocino,PHEV,BMW,i3 REx,1
2017,Mendocino,PHEV,Chevrolet,Volt,20
2017,Mendocino,PHEV,Chrysler,Pacifica Hybrid,2
2017,Mendocino,PHEV,Ford,C-MAX Energi,7
2017,Mendocino,PHEV,Ford,Fusion Energi,4
2017,Mendocino,PHEV,Kia,Optima PHEV,1
2017,Mendocino,PHEV,Toyota,Prius PHEV,1
2017,Mendocino,PHEV,Toyota,Prius Prime,18
2017,Mendocino,PHEV,Volvo,XC90,1
2017,Merced,BEV,Chevrolet,Bolt EV,2
2017,Merced,BEV,Chevrolet,Spark EV,4
2017,Merced,BEV,FIAT,500e,14
2017,Merced,BEV,Ford,Focus,1
2017,Merced,BEV,Kia,Soul EV,1
2017,Merced,BEV,Mercedes-Benz,B-Class,1
2017,Merced,BEV,Nissan,Leaf,4
2017,Merced,BEV,Tesla,Model S,5
2017,Merced,BEV,Tesla,Model X,9
2017,Merced,BEV,Volkswagen,e-Golf,1
2017,Merced,PHEV,Audi,A3 Sportback e-tron,1
2017,Merced,PHEV,BMW,3 Series,1
2017,Merced,PHEV,BMW,5 Series,1
2017,Merced,PHEV,BMW,X5,1
2017,Merced,PHEV,Chevrolet,Volt,5
2017,Merced,PHEV,Chrysler,Pacifica Hybrid,1
2017,Merced,PHEV,Ford,C-MAX Energi,1
2017,Merced,PHEV,Ford,Fusion Energi,11
2017,Merced,PHEV,Honda,Clarity PHEV,1
2017,Merced,PHEV,Hyundai,Sonata PHEV,1
2017,Merced,PHEV,Kia,Optima PHEV,1
2017,Merced,PHEV,Toyota,Prius PHEV,3
2017,Merced,PHEV,Toyota,Prius Prime,20
2017,Merced,PHEV,Volvo,XC90,2
2017,Modoc,PHEV,Toyota,Prius Prime,1
2017,Mono,BEV,Mercedes-Benz,B-Class,1
2017,Mono,BEV,Tesla,Model S,1
2017,Mono,PHEV,BMW,X5,1
2017,Monterey,BEV,BMW,i3,6
2017,Monterey,BEV,Chevrolet,Bolt EV,45
2017,Monterey,BEV,Chevrolet,Spark EV,2
2017,Monterey,BEV,FIAT,500e,6
2017,Monterey,BEV,Hyundai,Ioniq BEV,1
2017,Monterey,BEV,Mercedes-Benz,B-Class,1
2017,Monterey,BEV,Nissan,Leaf,20
2017,Monterey,BEV,Tesla,Model 3,1
2017,Monterey,BEV,Tesla,Model S,65
2017,Monterey,BEV,Tesla,Model X,19
2017,Monterey,BEV,Volkswagen,e-Golf,12
2017,Monterey,PHEV,Audi,A3 Sportback e-tron,8
2017,Monterey,PHEV,BMW,3 Series,5
2017,Monterey,PHEV,BMW,5 Series,6
2017,Monterey,PHEV,BMW,i3 REx,18
2017,Monterey,PHEV,BMW,X5,7
2017,Monterey,PHEV,Chevrolet,Volt,59
2017,Monterey,PHEV,Chrysler,Pacifica Hybrid,8
2017,Monterey,PHEV,Ford,C-MAX Energi,14
2017,Monterey,PHEV,Ford,Fusion Energi,18
2017,Monterey,PHEV,Honda,Accord PHEV,1
2017,Monterey,PHEV,Hyundai,Sonata PHEV,2
2017,Monterey,PHEV,Kia,Optima PHEV,1
2017,Monterey,PHEV,Mercedes-Benz,S-Class,2
2017,Monterey,PHEV,Porsche,Cayenne,5
2017,Monterey,PHEV,Toyota,Prius PHEV,2
2017,Monterey,PHEV,Toyota,Prius Prime,58
2017,Monterey,PHEV,Volvo,XC90,2
2017,Monterey,FCEV,Toyota,Mirai,1
2017,Napa,BEV,BMW,i3,3
2017,Napa,BEV,Chevrolet,Bolt EV,37
2017,Napa,BEV,FIAT,500e,7
2017,Napa,BEV,Ford,Focus,3
2017,Napa,BEV,Honda,Clarity BEV,1
2017,Napa,BEV,Kia,Soul EV,1
2017,Napa,BEV,Nissan,Leaf,17
2017,Napa,BEV,Smart,Fortwo BEV Drive,1
2017,Napa,BEV,Tesla,Model 3,2
2017,Napa,BEV,Tesla,Model S,40
2017,Napa,BEV,Tesla,Model X,27
2017,Napa,BEV,Volkswagen,e-Golf,4
2017,Napa,PHEV,Audi,A3 Sportback e-tron,9
2017,Napa,PHEV,BMW,3 Series,4
2017,Napa,PHEV,BMW,5 Series,4
2017,Napa,PHEV,BMW,7 Series,1
2017,Napa,PHEV,BMW,i3 REx,17
2017,Napa,PHEV,BMW,X5,2
2017,Napa,PHEV,Cadillac,ELR,1
2017,Napa,PHEV,Chevrolet,Volt,30
2017,Napa,PHEV,Chrysler,Pacifica Hybrid,2
2017,Napa,PHEV,Ford,C-MAX Energi,4
2017,Napa,PHEV,Ford,Fusion Energi,15
2017,Napa,PHEV,Honda,Clarity PHEV,2
2017,Napa,PHEV,Mercedes-Benz,C-Class,1
2017,Napa,PHEV,Mercedes-Benz,GLE,3
2017,Napa,PHEV,Mercedes-Benz,S-Class,1
2017,Napa,PHEV,Porsche,Cayenne,4
2017,Napa,PHEV,Porsche,Panamera,1
2017,Napa,PHEV,Toyota,Prius PHEV,2
2017,Napa,PHEV,Toyota,Prius Prime,36
2017,Napa,PHEV,Volvo,XC90,3
2017,Napa,FCEV,Toyota,Mirai,1
2017,Nevada,BEV,BMW,i3,1
2017,Nevada,BEV,Chevrolet,Bolt EV,12
2017,Nevada,BEV,Chevrolet,Spark EV,6
2017,Nevada,BEV,FIAT,500e,2
2017,Nevada,BEV,Ford,Focus,2
2017,Nevada,BEV,Honda,Clarity BEV,1
2017,Nevada,BEV,Kia,Soul EV,1
2017,Nevada,BEV,Nissan,Leaf,3
2017,Nevada,BEV,Tesla,Model 3,1
2017,Nevada,BEV,Tesla,Model S,16
2017,Nevada,BEV,Tesla,Model X,7
2017,Nevada,BEV,Volkswagen,e-Golf,3
2017,Nevada,PHEV,Audi,A3 Sportback e-tron,1
2017,Nevada,PHEV,BMW,3 Series,1
2017,Nevada,PHEV,BMW,i3 REx,3
2017,Nevada,PHEV,Chevrolet,Volt,19
2017,Nevada,PHEV,Ford,Fusion Energi,3
2017,Nevada,PHEV,Honda,Accord PHEV,1
2017,Nevada,PHEV,Honda,Clarity PHEV,1
2017,Nevada,PHEV,Hyundai,Sonata PHEV,2
2017,Nevada,PHEV,Mercedes-Benz,GLE,1
2017,Nevada,PHEV,MINI,Countryman PHEV,1
2017,Nevada,PHEV,Toyota,Prius PHEV,1
2017,Nevada,PHEV,Toyota,Prius Prime,7
2017,Nevada,FCEV,Toyota,Mirai,1
2017,Orange,BEV,BMW,i3,199
2017,Orange,BEV,Chevrolet,Bolt EV,725
2017,Orange,BEV,Chevrolet,Spark EV,50
2017,Orange,BEV,FIAT,500e,1047
2017,Orange,BEV,Ford,Focus,78
2017,Orange,BEV,Honda,Clarity BEV,88
2017,Orange,BEV,Hyundai,Ioniq BEV,77
2017,Orange,BEV,Kia,Soul EV,129
2017,Orange,BEV,Mercedes-Benz,B-Class,48
2017,Orange,BEV,Mitsubishi,i-MiEV,2
2017,Orange,BEV,Nissan,Leaf,232
2017,Orange,BEV,Smart,Fortwo BEV Drive,28
2017,Orange,BEV,Tesla,Model 3,54
2017,Orange,BEV,Tesla,Model S,1533
2017,Orange,BEV,Tesla,Model X,785
2017,Orange,BEV,Toyota,RAV4 EV,2
2017,Orange,BEV,Volkswagen,e-Golf,134
2017,Orange,PHEV,Audi,A3 Sportback e-tron,156
2017,Orange,PHEV,BMW,3 Series,305
2017,Orange,PHEV,BMW,5 Series,188
2017,Orange,PHEV,BMW,7 Series,23
2017,Orange,PHEV,BMW,i3 REx,422
2017,Orange,PHEV,BMW,i8,36
2017,Orange,PHEV,BMW,X5,133
2017,Orange,PHEV,Cadillac,CT6 PHEV,6
2017,Orange,PHEV,Cadillac,ELR,3
2017,Orange,PHEV,Chevrolet,Volt,1349
2017,Orange,PHEV,Chrysler,Pacifica Hybrid,88
2017,Orange,PHEV,Ford,C-MAX Energi,445
2017,Orange,PHEV,Ford,Fusion Energi,751
2017,Orange,PHEV,Honda,Accord PHEV,6
2017,Orange,PHEV,Honda,Clarity PHEV,30
2017,Orange,PHEV,Hyundai,Sonata PHEV,152
2017,Orange,PHEV,Karma,Revero,3
2017,Orange,PHEV,Kia,Niro PHEV,1
2017,Orange,PHEV,Kia,Optima PHEV,115
2017,Orange,PHEV,Mercedes-Benz,C-Class,149
2017,Orange,PHEV,Mercedes-Benz,GLE,29
2017,Orange,PHEV,Mercedes-Benz,S-Class,106
2017,Orange,PHEV,MINI,Countryman PHEV,4
2017,Orange,PHEV,Porsche,918 Spyder,1
2017,Orange,PHEV,Porsche,Cayenne,44
2017,Orange,PHEV,Porsche,Panamera,1
2017,Orange,PHEV,Toyota,Prius PHEV,65
2017,Orange,PHEV,Toyota,Prius Prime,978
2017,Orange,PHEV,Volvo,XC60,3
2017,Orange,PHEV,Volvo,XC90,55
2017,Orange,FCEV,Honda,Clarity Fuel Cell,67
2017,Orange,FCEV,Hyundai,Tucson Fuel Cell,10
2017,Orange,FCEV,Toyota,Mirai,463
2017,Placer,BEV,BMW,i3,4
2017,Placer,BEV,Chevrolet,Bolt EV,60
2017,Placer,BEV,Chevrolet,Spark EV,9
2017,Placer,BEV,FIAT,500e,4
2017,Placer,BEV,Ford,Focus,9
2017,Placer,BEV,Kia,Soul EV,8
2017,Placer,BEV,Mercedes-Benz,B-Class,3
2017,Placer,BEV,Nissan,Leaf,29
2017,Placer,BEV,Tesla,Model 3,7
2017,Placer,BEV,Tesla,Model S,96
2017,Placer,BEV,Tesla,Model X,56
2017,Placer,BEV,Volkswagen,e-Golf,6
2017,Placer,PHEV,Audi,A3 Sportback e-tron,10
2017,Placer,PHEV,BMW,5 Series,8
2017,Placer,PHEV,BMW,i3 REx,10
2017,Placer,PHEV,BMW,i8,2
2017,Placer,PHEV,BMW,X5,5
2017,Placer,PHEV,Cadillac,CT6 PHEV,2
2017,Placer,PHEV,Chevrolet,Volt,93
2017,Placer,PHEV,Chrysler,Pacifica Hybrid,7
2017,Placer,PHEV,Ford,C-MAX Energi,20
2017,Placer,PHEV,Ford,Fusion Energi,44
2017,Placer,PHEV,Hyundai,Sonata PHEV,3
2017,Placer,PHEV,Karma,Revero,1
2017,Placer,PHEV,Kia,Optima PHEV,5
2017,Placer,PHEV,Mercedes-Benz,C-Class,4
2017,Placer,PHEV,MINI,Countryman PHEV,1
2017,Placer,PHEV,Porsche,Cayenne,3
2017,Placer,PHEV,Toyota,Prius PHEV,1
2017,Placer,PHEV,Toyota,Prius Prime,96
2017,Placer,PHEV,Volvo,XC90,6
2017,Placer,FCEV,Toyota,Mirai,10
2017,Plumas,BEV,Chevrolet,Bolt EV,1
2017,Plumas,PHEV,Chevrolet,Volt,1
2017,Plumas,PHEV,Toyota,Prius Prime,2
2017,Riverside,BEV,BMW,i3,25
2017,Riverside,BEV,Chevrolet,Bolt EV,222
2017,Riverside,BEV,Chevrolet,Spark EV,16
2017,Riverside,BEV,FIAT,500e,115
2017,Riverside,BEV,Ford,Focus,19
2017,Riverside,BEV,Honda,Clarity BEV,16
2017,Riverside,BEV,Hyundai,Ioniq BEV,58
2017,Riverside,BEV,Kia,Soul EV,21
2017,Riverside,BEV,Mercedes-Benz,B-Class,7
2017,Riverside,BEV,Mitsubishi,i-MiEV,1
2017,Riverside,BEV,Nissan,Leaf,65
2017,Riverside,BEV,Smart,Fortwo BEV Drive,4
2017,Riverside,BEV,Tesla,Model 3,6
2017,Riverside,BEV,Tesla,Model S,266
2017,Riverside,BEV,Tesla,Model X,106
2017,Riverside,BEV,Volkswagen,e-Golf,23
2017,Riverside,PHEV,Audi,A3 Sportback e-tron,29
2017,Riverside,PHEV,BMW,3 Series,59
2017,Riverside,PHEV,BMW,5 Series,46
2017,Riverside,PHEV,BMW,7 Series,6
2017,Riverside,PHEV,BMW,i3 REx,144
2017,Riverside,PHEV,BMW,i8,7
2017,Riverside,PHEV,BMW,X5,27
2017,Riverside,PHEV,Cadillac,CT6 PHEV,4
2017,Riverside,PHEV,Chevrolet,Volt,357
2017,Riverside,PHEV,Chrysler,Pacifica Hybrid,25
2017,Riverside,PHEV,Ford,C-MAX Energi,147
2017,Riverside,PHEV,Ford,Fusion Energi,276
2017,Riverside,PHEV,Honda,Accord PHEV,4
2017,Riverside,PHEV,Honda,Clarity PHEV,6
2017,Riverside,PHEV,Hyundai,Sonata PHEV,37
2017,Riverside,PHEV,Kia,Optima PHEV,30
2017,Riverside,PHEV,Mercedes-Benz,C-Class,25
2017,Riverside,PHEV,Mercedes-Benz,GLE,9
2017,Riverside,PHEV,Mercedes-Benz,S-Class,18
2017,Riverside,PHEV,MINI,Countryman PHEV,1
2017,Riverside,PHEV,Porsche,Cayenne,10
2017,Riverside,PHEV,Toyota,Prius PHEV,18
2017,Riverside,PHEV,Toyota,Prius Prime,390
2017,Riverside,PHEV,Volvo,XC90,15
2017,Riverside,FCEV,Honda,Clarity Fuel Cell,2
2017,Riverside,FCEV,Toyota,Mirai,37
2017,Sacramento,BEV,BMW,i3,7
2017,Sacramento,BEV,Chevrolet,Bolt EV,169
2017,Sacramento,BEV,Chevrolet,Spark EV,19
2017,Sacramento,BEV,FIAT,500e,36
2017,Sacramento,BEV,Ford,Focus,68
2017,Sacramento,BEV,Honda,Clarity BEV,9
2017,Sacramento,BEV,Hyundai,Ioniq BEV,1
2017,Sacramento,BEV,Kia,Soul EV,16
2017,Sacramento,BEV,Mercedes-Benz,B-Class,6
2017,Sacramento,BEV,Nissan,Leaf,140
2017,Sacramento,BEV,Smart,Fortwo BEV Drive,1
2017,Sacramento,BEV,Tesla,Model 3,6
2017,Sacramento,BEV,Tesla,Model S,141
2017,Sacramento,BEV,Tesla,Model X,64
2017,Sacramento,BEV,Volkswagen,e-Golf,53
2017,Sacramento,PHEV,Audi,A3 Sportback e-tron,19
2017,Sacramento,PHEV,BMW,3 Series,5
2017,Sacramento,PHEV,BMW,5 Series,12
2017,Sacramento,PHEV,BMW,i3 REx,33
2017,Sacramento,PHEV,BMW,X5,5
2017,Sacramento,PHEV,Cadillac,CT6 PHEV,2
2017,Sacramento,PHEV,Cadillac,ELR,1
2017,Sacramento,PHEV,Chevrolet,Volt,293
2017,Sacramento,PHEV,Chrysler,Pacifica Hybrid,27
2017,Sacramento,PHEV,Ford,C-MAX Energi,79
2017,Sacramento,PHEV,Ford,Fusion Energi,106
2017,Sacramento,PHEV,Honda,Clarity PHEV,3
2017,Sacramento,PHEV,Hyundai,Sonata PHEV,16
2017,Sacramento,PHEV,Kia,Optima PHEV,18
2017,Sacramento,PHEV,Mercedes-Benz,C-Class,3
2017,Sacramento,PHEV,Mercedes-Benz,GLE,3
2017,Sacramento,PHEV,Mercedes-Benz,S-Class,5
2017,Sacramento,PHEV,MINI,Countryman PHEV,4
2017,Sacramento,PHEV,Porsche,Cayenne,3
2017,Sacramento,PHEV,Toyota,Prius PHEV,9
2017,Sacramento,PHEV,Toyota,Prius Prime,207
2017,Sacramento,PHEV,Volvo,XC60,1
2017,Sacramento,PHEV,Volvo,XC90,3
2017,Sacramento,FCEV,Honda,Clarity Fuel Cell,8
2017,Sacramento,FCEV,Toyota,Mirai,38
2017,San Benito,BEV,Chevrolet,Bolt EV,14
2017,San Benito,BEV,Ford,Focus,1
2017,San Benito,BEV,Nissan,Leaf,2
2017,San Benito,BEV,Tesla,Model 3,2
2017,San Benito,BEV,Tesla,Model S,4
2017,San Benito,BEV,Tesla,Model X,3
2017,San Benito,BEV,Volkswagen,e-Golf,3
2017,San Benito,PHEV,Audi,A3 Sportback e-tron,2
2017,San Benito,PHEV,BMW,7 Series,1
2017,San Benito,PHEV,Chevrolet,Volt,18
2017,San Benito,PHEV,Chrysler,Pacifica Hybrid,4
2017,San Benito,PHEV,Ford,C-MAX Energi,3
2017,San Benito,PHEV,Ford,Fusion Energi,16
2017,San Benito,PHEV,Hyundai,Sonata PHEV,3
2017,San Benito,PHEV,Mercedes-Benz,C-Class,3
2017,San Benito,PHEV,Mercedes-Benz,S-Class,1
2017,San Benito,PHEV,Toyota,Prius PHEV,3
2017,San Benito,PHEV,Toyota,Prius Prime,6
2017,San Bernardino,BEV,BMW,i3,21
2017,San Bernardino,BEV,Chevrolet,Bolt EV,145
2017,San Bernardino,BEV,Chevrolet,Spark EV,9
2017,San Bernardino,BEV,FIAT,500e,104
2017,San Bernardino,BEV,Ford,Focus,24
2017,San Bernardino,BEV,Honda,Clarity BEV,5
2017,San Bernardino,BEV,Hyundai,Ioniq BEV,22
2017,San Bernardino,BEV,Kia,Soul EV,16
2017,San Bernardino,BEV,Mercedes-Benz,B-Class,6
2017,San Bernardino,BEV,Mitsubishi,i-MiEV,1
2017,San Bernardino,BEV,Nissan,Leaf,67
2017,San Bernardino,BEV,Smart,Fortwo BEV Drive,6
2017,San Bernardino,BEV,Tesla,Model 3,3
2017,San Bernardino,BEV,Tesla,Model S,176
2017,San Bernardino,BEV,Tesla,Model X,111
2017,San Bernardino,BEV,Volkswagen,e-Golf,20
2017,San Bernardino,PHEV,Audi,A3 Sportback e-tron,20
2017,San Bernardino,PHEV,BMW,3 Series,41
2017,San Bernardino,PHEV,BMW,5 Series,33
2017,San Bernardino,PHEV,BMW,7 Series,2
2017,San Bernardino,PHEV,BMW,i3 REx,60
2017,San Bernardino,PHEV,BMW,i8,4
2017,San Bernardino,PHEV,BMW,X5,22
2017,San Bernardino,PHEV,Cadillac,CT6 PHEV,2
2017,San Bernardino,PHEV,Cadillac,ELR,2
2017,San Bernardino,PHEV,Chevrolet,Volt,286
2017,San Bernardino,PHEV,Chrysler,Pacifica Hybrid,15
2017,San Bernardino,PHEV,Ford,C-MAX Energi,96
2017,San Bernardino,PHEV,Ford,Fusion Energi,221
2017,San Bernardino,PHEV,Honda,Accord PHEV,7
2017,San Bernardino,PHEV,Honda,Clarity PHEV,5
2017,San Bernardino,PHEV,Hyundai,Sonata PHEV,24
2017,San Bernardino,PHEV,Kia,Optima PHEV,32
2017,San Bernardino,PHEV,Mercedes-Benz,C-Class,33
2017,San Bernardino,PHEV,Mercedes-Benz,GLE,6
2017,San Bernardino,PHEV,Mercedes-Benz,S-Class,32
2017,San Bernardino,PHEV,MINI,Countryman PHEV,3
2017,San Bernardino,PHEV,Porsche,Cayenne,3
2017,San Bernardino,PHEV,Toyota,Prius PHEV,20
2017,San Bernardino,PHEV,Toyota,Prius Prime,315
2017,San Bernardino,PHEV,Volvo,XC90,11
2017,San Bernardino,FCEV,Honda,Clarity Fuel Cell,6
2017,San Bernardino,FCEV,Toyota,Mirai,39
2017,San Diego,BEV,BMW,i3,158
2017,San Diego,BEV,Chevrolet,Bolt EV,640
2017,San Diego,BEV,Chevrolet,Spark EV,51
2017,San Diego,BEV,FIAT,500e,421
2017,San Diego,BEV,Ford,Focus,117
2017,San Diego,BEV,Honda,Clarity BEV,46
2017,San Diego,BEV,Hyundai,Ioniq BEV,17
2017,San Diego,BEV,Kia,Soul EV,70
2017,San Diego,BEV,Mercedes-Benz,B-Class,29
2017,San Diego,BEV,Nissan,Leaf,335
2017,San Diego,BEV,Smart,Fortwo BEV Drive,41
2017,San Diego,BEV,Tesla,Model 3,21
2017,San Diego,BEV,Tesla,Model S,772
2017,San Diego,BEV,Tesla,Model X,387
2017,San Diego,BEV,Toyota,RAV4 EV,1
2017,San Diego,BEV,Volkswagen,e-Golf,148
2017,San Diego,PHEV,Audi,A3 Sportback e-tron,125
2017,San Diego,PHEV,BMW,3 Series,123
2017,San Diego,PHEV,BMW,5 Series,64
2017,San Diego,PHEV,BMW,7 Series,8
2017,San Diego,PHEV,BMW,i3 REx,291
2017,San Diego,PHEV,BMW,i8,24
2017,San Diego,PHEV,BMW,X5,62
2017,San Diego,PHEV,Cadillac,CT6 PHEV,1
2017,San Diego,PHEV,Cadillac,ELR,1
2017,San Diego,PHEV,Chevrolet,Volt,761
2017,San Diego,PHEV,Chrysler,Pacifica Hybrid,84
2017,San Diego,PHEV,Ford,C-MAX Energi,275
2017,San Diego,PHEV,Ford,Fusion Energi,374
2017,San Diego,PHEV,Honda,Clarity PHEV,10
2017,San Diego,PHEV,Hyundai,Sonata PHEV,62
2017,San Diego,PHEV,Kia,Optima PHEV,49
2017,San Diego,PHEV,Mercedes-Benz,C-Class,45
2017,San Diego,PHEV,Mercedes-Benz,GLE,16
2017,San Diego,PHEV,Mercedes-Benz,S-Class,23
2017,San Diego,PHEV,MINI,Countryman PHEV,5
2017,San Diego,PHEV,Porsche,Cayenne,23
2017,San Diego,PHEV,Porsche,Panamera,3
2017,San Diego,PHEV,Toyota,Prius PHEV,22
2017,San Diego,PHEV,Toyota,Prius Prime,655
2017,San Diego,PHEV,Volvo,XC60,3
2017,San Diego,PHEV,Volvo,XC90,38
2017,San Diego,FCEV,Honda,Clarity Fuel Cell,4
2017,San Diego,FCEV,Toyota,Mirai,48
2017,San Francisco,BEV,BMW,i3,65
2017,San Francisco,BEV,Chevrolet,Bolt EV,304
2017,San Francisco,BEV,Chevrolet,Spark EV,14
2017,San Francisco,BEV,FIAT,500e,91
2017,San Francisco,BEV,Ford,Focus,14
2017,San Francisco,BEV,Kia,Soul EV,6
2017,San Francisco,BEV,Mercedes-Benz,B-Class,17
2017,San Francisco,BEV,Nissan,Leaf,75
2017,San Francisco,BEV,Smart,Fortwo BEV Drive,59
2017,San Francisco,BEV,Tesla,Model 3,53
2017,San Francisco,BEV,Tesla,Model S,263
2017,San Francisco,BEV,Tesla,Model X,212
2017,San Francisco,BEV,Volkswagen,e-Golf,95
2017,San Francisco,PHEV,Audi,A3 Sportback e-tron,115
2017,San Francisco,PHEV,BMW,3 Series,63
2017,San Francisco,PHEV,BMW,5 Series,30
2017,San Francisco,PHEV,BMW,7 Series,3
2017,San Francisco,PHEV,BMW,i3 REx,176
2017,San Francisco,PHEV,BMW,i8,8
2017,San Francisco,PHEV,BMW,X5,37
2017,San Francisco,PHEV,Chevrolet,Volt,160
2017,San Francisco,PHEV,Chrysler,Pacifica Hybrid,15
2017,San Francisco,PHEV,Ford,C-MAX Energi,67
2017,San Francisco,PHEV,Ford,Fusion Energi,48
2017,San Francisco,PHEV,Honda,Accord PHEV,1
2017,San Francisco,PHEV,Honda,Clarity PHEV,3
2017,San Francisco,PHEV,Hyundai,Sonata PHEV,5
2017,San Francisco,PHEV,Kia,Optima PHEV,3
2017,San Francisco,PHEV,McLaren,P1,1
2017,San Francisco,PHEV,Mercedes-Benz,C-Class,14
2017,San Francisco,PHEV,Mercedes-Benz,GLE,3
2017,San Francisco,PHEV,Mercedes-Benz,S-Class,8
2017,San Francisco,PHEV,MINI,Countryman PHEV,10
2017,San Francisco,PHEV,Porsche,Cayenne,15
2017,San Francisco,PHEV,Toyota,Prius PHEV,14
2017,San Francisco,PHEV,Toyota,Prius Prime,229
2017,San Francisco,PHEV,Volvo,XC60,4
2017,San Francisco,PHEV,Volvo,XC90,24
2017,San Francisco,FCEV,Honda,Clarity Fuel Cell,9
2017,San Francisco,FCEV,Toyota,Mirai,30
