year,car_main,previous_evs,household_income,importance_of_gge,homeowner,education,commute_distance,age,gender,number_of_vehicles,annual_miles
2016,2016 Ford Fusion Energi,1,125000,1.88,1,2,3.13,45,1,1,16500.0
2016,2016 Chevrolet Volt,1,50000,2.79,1,2,59.3,35,0,1,27185.14286
2017,2017 Toyota Mirai,1,125000,2.91,1,2,25.86,55,1,3,13008.0
2017,2017 Chevrolet Bolt EV,1,125000,2.46,1,4,38.04,45,0,3,3200.0
2016,2016 Audi A3 Sportback e-tron,1,275000,2.65,1,4,3.54,45,1,2,5142.857143
2017,2016 Volkswagen e-Golf,1,125000,2.64,0,3,16.08,45,0,3,16500.0
2017,2017 Chevrolet Volt,1,275000,-0.18,1,3,14.1,45,0,2,13090.90909
2017,2017 Chevrolet Bolt EV,1,175000,2.7,1,4,12.5,55,0,3,23502.0
2017,2017 Chevrolet Volt,1,125000,2.58,1,3,18.79,45,0,2,8506.8
2015,2014 Nissan Leaf,1,325000,2.93,1,3,40.93,65,0,4,21771.42857
2016,2015 Tesla Model S,1,275000,2.56,1,3,31.1,45,0,4,9709.090909
2017,2016 Volkswagen e-Golf,1,175000,2.42,0,4,1.61,55,1,3,9600.0
2017,2016 Nissan Leaf,1,175000,-0.71,1,3,25.81,65,0,2,14400.0
2016,2015 Nissan Leaf,1,75000,2.5,0,2,3.41,25,0,1,12727.63636
2015,2014 Tesla Model S,1,125000,-2.7,1,2,10.16,55,0,4,17142.85714
2015,2013 Chevrolet Volt,1,500000,-1.83,1,4,89.91,55,0,4,10551.23077
2015,2012 Nissan Leaf,1,50000,2.69,1,3,2.41,65,1,2,3096.774194
2015,2013 Nissan Leaf,1,325000,2.83,1,4,9.33,45,0,2,9120.0
2016,2016 Fiat 500e,1,275000,-3.0,1,4,2.47,55,0,3,10500.0
2016,2016 Chevrolet Volt,1,175000,1.26,1,4,36.45,45,0,4,13228.36364
2016,2015 BMW i3,1,275000,2.79,0,3,5.27,35,0,2,4105.714286
2016,2015 BMW i3,1,175000,2.78,0,4,26.0,35,0,2,7806.666667
2016,2016 Volkswagen e-Golf,1,175000,2.4,1,4,6.51,45,0,2,9240.0
2017,2017 Chevrolet Bolt EV,1,125000,2.78,1,3,79.85,75,0,2,24000.0
2016,2015 Chevrolet Volt,1,275000,0.0,1,3,20.21,35,1,3,9400.0
2017,2017 Chevrolet Bolt EV,1,125000,2.76,1,4,17.72,65,1,1,18000.0
2017,2017 BMW i3,1,225000,2.77,1,4,12.91,45,0,2,15000.0
2016,2016 Fiat 500e,1,125000,2.1,0,3,21.38,45,0,2,11008.8
2015,2014 Toyota Prius Plug-in,1,125000,-3.0,0,2,65.88,35,0,3,19714.28571
2017,2017 Chevrolet Bolt EV,1,125000,2.37,1,4,2.18,65,0,3,14400.0
2017,2016 Toyota Mirai,1,175000,2.64,1,2,18.77,65,0,2,14666.66667
2016,2015 Nissan Leaf,1,125000,2.6,1,3,17.84,65,0,4,5329.894737
2015,2014 Tesla Model S,1,500000,-2.85,1,4,33.48,55,0,4,28000.0
2015,2013 Toyota RAV4 EV,1,175000,2.82,1,3,1.81,55,1,3,10363.2
2015,2013 Nissan Leaf,1,225000,0.0,1,3,15.61,55,0,3,11368.42105
2015,2013 Chevrolet Volt,1,75000,2.84,1,2,17.24,65,0,3,11793.93103
2017,2017 BMW i3,1,75000,2.65,1,4,12.92,55,0,2,10800.0
2016,2014 BMW i3,1,175000,-3.0,1,4,9.94,75,0,2,3272.727273
2015,2013 Nissan Leaf,1,225000,0.0,1,4,23.02,35,0,3,12007.5
2017,2016 Nissan Leaf,1,475000,-1.85,1,4,38.05,55,0,4,10800.0
2016,2015 Ford Fusion Energi,1,75000,0.22,0,2,22.89,55,1,2,10714.28571
2017,2017 Chevrolet Bolt EV,1,125000,2.83,1,3,64.4,75,0,3,16504.8
2015,2013 Ford C-Max Energi,1,125000,1.36,1,3,18.98,55,0,4,18000.0
2016,2016 Kia Soul EV,1,225000,2.69,1,4,7.8,65,1,1,4755.6
2017,2016 Nissan Leaf,1,75000,2.74,1,4,13.47,65,1,3,6926.0
2017,2017 Nissan Leaf,1,225000,-2.47,1,3,42.71,55,0,3,9525.0
2015,2014 Tesla Model S,1,500000,1.83,1,3,3.12,45,1,5,9240.0
2017,2017 Toyota Prius Prime,1,175000,2.8,1,4,19.07,75,0,2,13200.0
2016,2014 Nissan Leaf,1,125000,2.64,1,4,13.32,75,0,3,7400.4
2017,2016 Tesla Model S,1,175000,1.39,1,3,9.17,55,0,5,12518.0
2017,2017 BMW i3,1,475000,2.65,0,3,5.48,25,1,4,14000.0
2017,2016 Nissan Leaf,1,225000,2.26,0,4,18.04,45,0,2,9600.0
2016,2015 Chevrolet Volt,1,175000,1.97,1,4,12.6,35,0,3,13846.15385
2017,2016 Volkswagen e-Golf,1,225000,2.66,1,4,21.41,55,0,5,10909.09091
2017,2016 Tesla Model X,1,225000,2.74,1,4,30.05,55,0,3,15615.0
2016,2015 Chevrolet Volt,1,175000,2.89,1,3,13.78,45,1,4,8400.0
2017,2014 Toyota Prius Plug-in,1,175000,1.34,1,4,6.9,35,1,3,10769.23077
2017,2016 Toyota Mirai,1,325000,2.81,1,4,20.37,45,1,2,15331.5
2017,2017 Chevrolet Bolt EV,1,275000,2.66,1,3,28.45,55,0,3,17529.0
2015,2014 Toyota Prius Plug-in,1,175000,-1.62,1,4,4.58,45,0,2,12000.0
2016,2015 BMW i3,1,75000,-1.91,1,3,6.05,25,0,4,9733.333333
2015,2013 Chevrolet Volt,1,275000,2.77,1,3,15.3,35,0,2,14189.77778
2016,2016 Nissan Leaf,1,225000,-0.24,1,4,13.79,35,1,2,5000.0
2017,2017 Toyota Prius Prime,1,175000,-0.01,1,3,3.77,55,0,3,9000.0
2016,2015 Tesla Model S,1,225000,1.2,1,3,28.02,35,0,3,15428.57143
2016,2015 Nissan Leaf,1,275000,-2.88,1,4,12.17,35,1,2,6720.0
2015,2013 Nissan Leaf,1,225000,2.5,1,4,1.56,55,0,3,6923.076923
2015,2011 Chevrolet Volt,1,125000,2.83,1,4,3.48,75,0,3,3837.209302
2016,2015 Tesla Model S,1,500000,2.65,1,4,26.24,55,0,2,10950.54545
2017,2017 Toyota Prius Prime,1,75000,2.94,0,4,2.25,35,0,2,7830.0
2015,2014 Tesla Model S,1,500000,2.45,1,4,14.83,45,0,2,9600.0
2015,2015 Nissan Leaf,1,75000,2.87,0,3,4.25,35,0,2,11076.92308
2015,2014 Chevrolet Spark EV,1,225000,2.15,1,4,26.28,45,0,4,12386.4
2017,2016 Nissan Leaf,1,175000,1.1,1,4,17.02,35,0,2,10666.66667
2016,2015 Chevrolet  Volt,1,175000,2.64,0,2,4.08,45,0,3,18984.92308
2017,2016 Tesla Model X,1,375000,2.34,1,3,8.34,45,0,2,12256.94118
2015,2014 Chevrolet Volt,1,125000,-1.93,1,3,12.44,35,0,2,5440.0
2015,2013 Ford C-Max Energi,1,125000,2.75,1,2,35.39,65,0,2,141421.2
2017,2017 Chevrolet Volt,1,225000,2.39,1,4,18.57,65,0,2,11000.0
2015,2014 Toyota Prius Plug-in,1,125000,2.78,1,3,1.39,55,0,3,18902.0
2016,2015 Nissan Leaf,1,125000,2.83,1,3,22.91,35,0,2,7206.0
2015,2013 Ford C-Max Energi,1,275000,0.0,1,4,14.53,65,0,4,14823.52941
2017,2016 Audi A3 Sportback e-tron,1,175000,2.25,1,4,11.47,55,0,3,13200.0
2015,2014 Honda Fit EV,1,75000,0.58,1,2,16.67,55,0,5,9122.068966
2017,2017 Chevrolet Volt,1,75000,2.91,1,3,27.29,35,0,1,7800.0
2016,2015 Ford C-Max Energi,1,75000,2.72,1,4,2.08,55,1,1,10766.4
2017,2017 Chevrolet Volt,1,275000,2.76,0,4,3.16,35,1,1,6000.0
2017,2016 Tesla Model X,1,325000,2.78,1,4,10.38,45,0,3,12000.0
2016,2015 Chevrolet Volt,1,225000,2.76,1,4,22.74,55,0,3,12500.8
2017,2017 Chevrolet Volt,1,175000,2.06,1,4,12.42,55,0,3,10680.0
2017,2017 Audi A3 Sportback e-tron,1,125000,-0.03,1,2,13.51,45,1,3,8826.0
2015,2014 Tesla Model S,1,375000,2.71,1,4,2.7,65,1,3,7030.5
2015,2014 Fiat 500e,1,125000,2.66,1,3,13.39,35,0,2,11112.0
2015,2013 Ford Fusion Energi,1,225000,2.74,1,3,51.44,55,0,2,14526.31579
2015,2014 Nissan Leaf,1,75000,2.61,1,3,3.53,35,1,2,6840.0
2016,2015 tesla model S,1,125000,2.16,1,4,17.3,35,1,1,7300.0
2017,2016 Nissan Leaf,1,125000,-0.88,1,3,6.57,45,1,2,10000.0
2017,2017 Chevrolet Bolt EV,1,125000,2.99,1,4,16.38,25,1,3,342000.0
2015,2012 Toyota Prius Plug-in,1,175000,2.57,1,3,28.03,45,0,2,26520.77419
2015,2012 Tesla Model S,1,475000,1.46,1,3,37.35,45,0,3,24000.0
2015,2013 Chevrolet Volt,1,325000,2.78,1,2,17.04,55,0,4,14400.0
2015,2014 Chevrolet Volt,1,75000,-2.52,0,3,18.75,55,0,1,10566.0
2016,2016 Chevrolet Volt,1,125000,0.0,1,3,20.92,65,0,5,22260.0
2017,2017 Chevrolet Volt,1,75000,2.6,1,2,48.05,65,0,1,24076.0
2017,2016 Tesla Model X,1,225000,2.79,0,3,5.21,25,0,2,12000.0
2015,2014 Chevrolet Volt,1,225000,1.56,1,3,2.47,45,0,3,14475.0
2016,2015 Tesla Model S,1,500000,2.2,1,4,3.84,45,0,2,9789.473684
2016,2015 Nissan Leaf,1,225000,2.76,1,4,6.34,55,1,3,3264.0
2017,2017 Honda Clarity,1,325000,2.44,1,3,5.17,35,0,1,13200.0
2017,2017 Chevrolet Volt,1,125000,2.87,1,4,11.51,75,0,2,5746.285714
2017,2017 Toyota Mirai,1,175000,-2.66,1,4,4.57,55,0,2,12400.0
2016,2015 Chevrolet Volt,1,275000,2.88,1,4,9.1,45,0,2,9977.142857
2015,2014 Ford Fusion Energi,1,125000,2.61,1,4,32.52,45,0,5,33852.0
2017,2017 Toyota Prius Prime,1,125000,2.97,1,4,12.52,80,0,1,4938.0
2017,2017 Nissan Leaf,1,225000,-2.81,0,4,2.09,35,0,3,10000.0
2015,2015 Nissan Leaf,1,75000,2.78,1,2,11.44,45,1,2,13500.0
2015,2014 Chevrolet Spark EV,1,75000,0.61,1,3,19.31,35,0,2,9000.0
2017,2017 BMW i3,1,75000,1.61,0,4,21.39,35,1,2,8000.0
2016,2015 Tesla Model S,1,225000,2.61,1,4,28.58,55,0,5,30333.33333
2016,2015 Nissan Leaf,1,75000,0.32,1,2,46.41,35,0,2,8734.285714
2016,2016 Chevrolet Volt,1,75000,2.84,1,2,24.09,35,1,4,158400.0
2015,2015 Ford Focus Electric,1,325000,1.17,1,3,39.57,65,0,2,3900.0
2016,2016 Volkswagen e-Golf,1,225000,2.87,1,3,16.21,35,1,2,11100.0
2016,2015 BMW i3,1,225000,1.41,1,4,4.47,35,1,2,12979.2
2017,2017 Toyota Prius Prime,1,225000,2.82,1,4,24.02,45,0,3,10000.0
2016,2016 Nissan Leaf,1,500000,2.82,0,4,9.18,55,0,2,6000.0
2015,2012 Toyota Prius Plug-in,1,175000,0.2,1,4,17.25,55,0,3,22932.0
2017,2016 Toyota Mirai,1,175000,1.23,1,4,3.53,75,0,2,13025.45455
2017,2016 Volkswagen e-Golf,1,325000,-2.54,1,3,12.85,45,1,4,6500.0
2015,2014 Toyota RAV4 EV,1,175000,1.03,1,3,5.3,45,1,3,12924.0
2016,2015 Nissan Leaf,1,425000,1.93,1,4,12.43,35,0,2,8908.235294
2016,2015 Tesla Model S,1,500000,2.62,1,3,17.93,25,0,3,8823.529412
2016,2015 Chevrolet Volt,1,75000,2.66,0,3,20.14,65,0,2,72798.0
2017,2016 Tesla Model S,1,175000,2.54,1,2,14.04,35,1,2,8933.333333
2015,2013 Nissan Leaf,1,50000,-1.56,0,2,13.41,55,0,2,28000.0
2015,2013 Chevrolet Volt,1,275000,-0.87,1,3,9.62,45,0,3,16795.2
2017,2017 Chevrolet Bolt EV,1,225000,2.97,1,2,10.32,75,0,2,9672.0
2017,2017 Honda Clarity,1,175000,2.76,1,4,4.42,45,0,2,17000.0
2015,2014 Chevrolet Volt,1,225000,-2.86,1,3,6.0,55,0,3,12987.42857
2017,2015 Toyota Prius Plug-in,1,75000,2.8,1,4,3.85,75,0,2,4624.714286
2016,2016 Nissan Leaf,1,75000,0.0,1,4,11.0,80,0,2,3480.0
2015,2014 Ford Fusion Energi,1,125000,2.87,1,3,67.78,35,0,3,39534.54545
2017,2012 Toyota Prius Plug-in,1,75000,1.23,0,3,0.97,65,0,1,3206.896552
2016,2016 FIAT 500e,1,50000,2.14,1,3,21.08,35,0,2,10400.0
2016,2016 Kia Soul EV,1,175000,0.3,1,4,28.04,35,1,2,13500.0
2017,2017 Toyota Mirai,1,75000,2.75,0,4,1.92,45,0,2,38980.0
2015,2014 Ford Fusion Energi,1,125000,1.61,1,4,34.77,45,1,2,23200.0
2015,2014 BMW i3,1,175000,2.94,1,3,3.43,55,0,2,5604.0
2015,2013 Chevrolet Volt,1,500000,2.86,1,3,32.4,55,1,3,21659.04
2016,2016 Chevrolet Volt,1,175000,-3.0,1,4,36.97,55,0,3,19066.66667
2017,2014 Toyota Prius Plug-in,1,475000,2.68,0,4,0.38,55,0,2,7394.594595
2016,2016 Chevrolet Volt,1,125000,2.61,1,4,23.31,65,0,2,13610.4
2017,2012 Toyota Prius Plug-in,1,175000,2.77,1,2,2.39,55,0,2,6387.096774
2017,2016 Tesla Model S,1,175000,2.45,0,4,22.36,55,0,1,27000.0
2015,2013 Chevrolet Volt,1,175000,0.0,1,4,1.66,55,1,4,10725.12
2015,2014 Chevrolet Volt,1,325000,0.88,1,4,25.15,45,0,3,18666.66667
2015,2013 Tesla Model S,1,500000,2.56,1,4,11.21,55,1,2,17250.0
2017,2016 Ford C-Max Energi,1,125000,-1.69,0,4,37.48,45,1,1,21600.0
2017,2017 BMW 3 Series,1,175000,1.72,0,4,37.69,35,1,2,16000.0
2016,2015 BMW i3,1,75000,2.53,1,4,7.56,55,0,1,10232.4
2015,2015 Tesla Model S,1,225000,2.61,1,4,15.67,55,0,3,3270.0
2016,2015 Nissan Leaf,1,225000,2.08,1,3,10.79,35,0,2,7902.857143
2017,2016 Chevrolet Volt,1,50000,2.68,0,4,4.53,45,1,2,10836.0
2017,2017 Toyota Mirai,1,125000,2.9,1,2,24.72,55,0,2,124696.0
2017,2016 BMW i3,1,225000,0.68,1,2,18.74,45,0,2,10909.09091
2017,2017 Chevrolet Bolt EV,1,175000,2.99,1,4,3.66,55,0,2,8970.857143
2016,2016 Chevrolet Spark EV,1,125000,2.42,0,3,33.81,45,0,2,15840.0
2017,2016 Ford C-Max Energi,1,275000,2.48,1,3,8.94,55,1,4,8500.0
2015,2012 Toyota Prius Plug-in,1,325000,-2.36,1,4,51.26,45,0,3,28004.68966
2017,2016 Toyota Mirai,1,175000,-0.74,1,4,14.17,45,0,3,9840.0
2017,2016 Tesla Model S,1,125000,2.66,1,3,1.39,65,1,3,10666.66667
2015,2013 Ford Focus Electric,1,175000,2.77,1,2,18.36,65,0,3,12471.81818
2017,2017 Chrysler Pacifica Hybrid,1,225000,2.89,1,4,6.66,35,0,2,15000.0
2015,2014 Toyota Prius Plug-in,1,275000,2.48,1,4,317.19,45,0,2,27692.30769
2015,2013 Nissan Leaf,1,225000,2.7,1,4,22.71,55,0,4,12654.28571
2016,2016 Chevrolet Volt,1,175000,1.63,1,4,15.42,35,0,2,12000.0
2016,2015 Ford C-Max Energi,1,225000,0.62,1,4,26.45,35,0,2,7690.909091
2017,2016 Volkswagen e-Golf,1,225000,1.84,1,4,3.95,45,1,2,5520.0
2015,2014 Toyota Prius Plug-in,1,125000,1.67,0,4,8.77,35,0,2,10000.0
2016,2016 Chevrolet Volt,1,175000,2.79,1,4,11.18,45,0,2,9502.8
2016,2016 Chevrolet Volt,1,225000,1.35,1,4,38.71,45,0,3,11333.33333
2015,2014 Nissan Leaf,1,175000,2.66,1,4,22.05,45,1,2,4000.0
2015,2014 BMW i3,1,175000,2.17,1,3,17.7,45,0,3,12000.0
2016,2016 Chevrolet Volt,1,225000,2.93,1,3,3.07,35,0,1,6164.0
2016,2015 Tesla Model S,1,125000,0.89,1,3,20.11,35,0,1,10909.09091
2016,2015 Tesla Model S,1,225000,2.77,1,3,16.17,65,0,2,10333.33333
2015,2014 Mercedes-Benz B-Class Electric Drive,1,325000,2.94,1,4,15.33,35,0,2,7800.0
2017,2017 Chevrolet Bolt EV,1,225000,1.83,0,4,14.28,35,0,2,19632.0
2016,2015 Tesla Model S,1,275000,-2.86,1,4,30.97,55,0,2,25363.63636
2016,2016 Ford Fusion Energi,1,75000,0.0,0,4,12.89,45,1,2,8000.0
2016,2016 Volvo XC90,1,475000,2.26,1,4,21.16,45,0,5,7200.0
2017,2017 Audi A3 Sportback e-tron,1,125000,2.98,1,3,16.64,45,1,2,15400.0
2016,2016 Ford Fusion Energi,1,75000,-2.8,1,2,12.14,35,0,2,22252.0
2016,2016 Tesla Model S,1,225000,1.45,1,3,80.65,55,0,2,12666.66667
2017,2017 Hyundi Tucson,1,425000,0.58,1,3,6.52,65,0,2,12564.0
2016,2016 Chevrolet Volt,1,175000,2.68,1,4,2.1,55,0,4,16345.33333
2015,2014 Chevrolet Volt,1,325000,0.33,1,4,4.63,35,0,2,4430.769231
2017,2017 Nissan Leaf,1,50000,2.78,1,4,21.23,65,1,2,12000.0
2017,2017 Chevrolet Bolt EV,1,50000,1.77,1,3,2.22,35,1,2,12840.0
2015,2014 Toyota Prius Plug-in,1,75000,2.83,1,2,26.4,55,0,5,28909.5
2015,2013 Chevrolet Volt,1,125000,2.58,1,4,20.93,45,0,3,13348.2
2015,2014 Mercedes-Benz B-Class Electric Drive,1,175000,2.41,1,3,21.79,45,0,2,9600.0
2015,2013 Chevrolet Volt,1,175000,2.66,1,3,21.72,45,0,2,8592.0
2016,2016 Fiat 500e,1,125000,0.0,1,2,32.61,35,0,3,14400.0
2015,2014 Fiat 500e,1,75000,2.38,1,4,24.09,35,0,2,15600.0
2016,2016 Chevrolet Volt,1,175000,2.69,1,4,16.81,65,0,3,12036.0
2015,2014 Toyota Prius Plug-in,1,75000,2.79,0,4,28.89,35,0,2,17040.0
2015,2014 Tesla Model S,1,425000,2.1,1,4,2.25,65,0,2,7000.0
2015,2013 Fiat 500e,1,50000,2.49,1,2,12.71,55,0,3,6666.666667
2016,2015 Tesla Model S,1,75000,2.57,1,3,1.46,35,1,2,8325.0
2016,2015 Ford Fusion Energi,1,125000,1.55,1,2,20.01,45,0,2,10964.21053
2015,2011 Chevrolet Volt,1,75000,2.67,1,4,41.09,65,0,2,22534.97872
2017,2017 Toyota Prius Prime,1,175000,0.68,1,3,105.36,55,0,2,20000.0
2017,2017 Chevrolet Bolt EV,1,275000,2.74,1,4,4.13,75,0,2,10531.2
2017,2017 Toyota Prius Prime,1,125000,2.95,0,3,48.64,35,0,3,25196.0
2015,2013 Nissan Leaf,1,75000,2.72,1,3,26.08,65,0,2,10617.69231
2016,2014 Ford C-Max Energi,1,75000,0.48,1,2,13.62,55,0,2,7697.217391
2017,2017 Chevrolet Volt,1,225000,2.68,1,4,25.23,65,0,4,19636.36364
2015,2015 Ford Focus Electric,1,175000,2.59,1,3,18.82,45,0,2,7200.0
2016,2014 BMW i3,1,475000,1.98,1,3,2.58,55,0,5,4971.36
2016,2015 Ford Fusion Energi,1,175000,0.0,1,4,74.51,45,0,2,38400.0
2016,2016 Ford Fusion Energi,1,175000,-0.86,1,4,10.18,55,0,4,19200.0
2017,2017 Chevrolet Volt,1,75000,2.78,1,4,7.79,65,0,2,4773.0
2017,2016 Audi A3 Sportback e-tron,1,125000,2.64,1,3,16.84,35,1,1,11000.0
2017,2016 Tesla Model S,1,325000,1.66,1,4,61.31,45,1,3,23740.0
2015,2015 Fiat 500e,1,225000,-2.07,1,3,9.98,45,0,2,6690.0
2015,2013 Ford Fusion Energi,1,125000,2.78,0,4,20.86,55,0,2,11368.42105
2015,2013 Smart fortwo,1,225000,1.7,1,4,7.07,45,1,4,5898.0
2015,2012 Toyota Prius Plug-in,1,175000,2.69,1,4,3.52,65,0,1,17150.8
2017,2017 Chevrolet Bolt EV,1,225000,1.53,0,4,2.15,35,0,1,4292.571429
2016,2015 BMW i3,1,75000,2.82,0,3,24.16,25,1,2,13524.0
2017,2016 Volkswagen e-Golf,1,125000,1.44,1,2,4.38,75,0,2,5557.090909
2016,2016 Ford Fusion Energi,1,425000,2.7,1,3,19.84,55,0,2,13466.66667
2017,2017 Chevrolet Bolt EV,1,275000,2.58,1,4,26.14,45,1,2,9342.0
2015,2013 Nissan Leaf,1,175000,0.0,1,3,48.92,55,0,2,30573.6
2017,2017 Chevrolet Bolt EV,1,225000,2.96,1,3,0.89,45,0,1,3666.666667
2015,2012 Toyota Prius Plug-in,1,125000,-1.82,0,3,38.8,35,0,2,36620.68966
2016,2015 BMW i3,1,175000,2.58,1,4,6.18,35,0,2,4500.0
2015,2014 Toyota Prius Plug-in,1,225000,0.6,1,4,6.31,55,0,4,13000.0
2016,2016 Chevrolet Volt,1,275000,0.63,1,4,33.98,45,0,3,15162.66667
2015,2013 Chevrolet Volt,1,325000,-2.13,1,3,14.14,65,0,3,10017.3913
2017,2016 Tesla Model X,1,500000,2.68,1,4,1.97,55,0,2,7980.0
2016,2016 Volkswagen e-Golf,1,225000,2.93,0,3,6.08,35,0,4,7784.571429
2016,2016 Chevrolet Volt,1,325000,0.55,0,3,12.62,45,0,2,20275.2
2016,2016 Nissan Leaf,1,75000,2.7,1,4,5.87,80,0,2,8878.0
2017,2016 Nissan Leaf,1,125000,1.04,1,3,23.85,35,0,2,9733.333333
2016,2015 Ford C-Max Energi,1,175000,1.82,1,3,9.63,55,0,3,5922.0
2017,2017 Nissan Leaf,1,125000,2.6,0,4,10.72,45,1,2,7500.0
2015,2014 Toyota Prius Plug-in,1,75000,2.75,0,3,30.51,35,1,3,19636.36364
2016,2016 Ford Fusion Energi,1,375000,-3.0,1,3,8.25,45,0,2,10800.0
2015,2014 Toyota Prius Plug-in,1,175000,2.65,1,4,26.12,45,1,2,-196164.0
2017,2017 Chevrolet Bolt EV,1,75000,1.27,1,2,1.74,55,0,2,5322.0
2016,2016 Kia Soul EV,1,225000,0.88,1,3,16.41,35,0,2,8000.0
2017,2017 Chevrolet Bolt EV,1,125000,1.88,1,4,22.83,65,0,5,8972.571429
2015,2014 Tesla Model S,1,225000,-2.85,1,3,1.89,45,0,2,15000.0
2017,2017 Chevrolet Bolt EV,1,225000,2.99,1,4,5.73,45,0,4,7200.0
2016,2013 Ford C-Max Energi,1,325000,2.54,0,3,3.4,35,0,2,5379.310345
2016,2017 Tesla Model S,1,500000,2.71,1,2,20.39,65,0,5,32592.0
2017,2016 Ford C-Max Energi,1,75000,2.74,0,4,3.21,25,1,1,8057.142857
2016,2015 Ford C-Max Energi,1,125000,2.76,1,2,1.17,65,1,2,4194.545455
2017,2017 Chevrolet Volt,1,75000,2.59,1,3,12.55,55,1,3,16064.0
2017,2015 Nissan Leaf,1,500000,2.59,1,4,22.22,65,0,2,10434.78261
2016,2016 Chevrolet Volt,1,125000,0.8,1,2,10.64,45,0,4,10200.0
2015,2012 Toyota Prius Plug-in,1,175000,0.0,1,4,30.26,55,0,4,17570.48276
2017,2017 Nissan Leaf,1,75000,2.93,0,2,4.59,35,0,2,3000.0
2017,2017 Toyota Prius Prime,1,125000,1.26,0,2,34.21,35,0,2,32280.0
2015,2013 Chevrolet Volt,1,125000,2.74,1,2,48.13,75,0,3,6000.0
2017,2014 Toyota Prius Plug-in,1,175000,2.72,1,2,20.53,45,1,3,13463.41463
2015,2013 Ford C-Max Energi,1,175000,2.88,0,2,13.09,45,0,3,12345.0
2017,2016 Tesla Model S,1,125000,0.65,1,4,19.91,45,0,5,15480.0
2015,2013 Fiat 500e,1,225000,-2.91,1,2,19.75,55,0,4,9329.538462
2017,2017 Toyota Mirai,1,325000,-1.85,1,4,14.6,35,0,2,8000.0
2015,2013 Nissan Leaf,1,125000,2.69,1,4,23.96,55,0,3,15846.0
2016,2015 Ford Fusion Energi,1,125000,2.73,1,3,9.03,25,0,3,11528.57143
2015,2014 Ford C-Max Energi,1,375000,1.6,1,4,12.53,65,0,2,7602.857143
2016,2015 Tesla Model S,1,500000,0.0,1,4,12.78,55,0,4,10909.09091
2015,2014 Ford C-Max Energi,1,175000,2.75,1,3,10.27,55,0,3,14462.18182
2017,2017 Chevrolet Bolt EV,1,275000,2.97,1,4,45.63,55,1,3,21654.0
2015,2012 Toyota Prius Plug-in,1,175000,2.71,1,3,5.41,55,1,3,6257.142857
2017,2017 Chevrolet Bolt EV,1,125000,2.93,1,4,14.71,65,1,1,11073.0
2015,2014 Chevrolet Volt,1,125000,1.15,1,3,12.44,35,0,2,15150.0
2015,2014 Nissan Leaf,1,225000,2.94,1,4,13.64,55,0,4,7200.0
2015,2014 Fiat 500e,1,275000,2.31,1,4,51.53,65,0,4,10938.46154
2015,2013 Ford Fusion Energi,1,75000,0.79,1,3,16.19,45,1,2,9931.578947
2015,2014 Ford Focus Electric,1,225000,2.73,1,4,14.06,65,1,2,8240.0
2015,2013 Ford Fusion Energi,1,75000,2.38,1,4,12.27,35,1,3,27446.82353
2016,2016 Chevrolet Volt,1,125000,-2.4,1,4,125.51,65,0,1,16572.0
2016,2015 Ford C-Max Energi,1,175000,2.82,1,4,18.33,35,1,2,10909.09091
2015,2015 Chevrolet Volt,1,275000,-2.2,1,4,16.58,45,0,2,7500.0
2017,2017 Toyota Prius Prime,1,275000,0.45,1,4,15.69,45,0,2,10800.0
2016,2015 BMW i3,1,125000,2.74,1,3,12.85,65,1,4,8989.5
2017,2017 Toyota Mirai,1,125000,2.78,1,3,5.49,65,0,2,4120.0
2016,2015 Nissan Leaf,1,225000,2.76,1,3,8.69,35,0,2,7686.0
2015,2013 Tesla Model S,1,175000,2.77,1,3,15.8,45,0,1,12777.23077
2017,2017 Chevrolet Volt,1,175000,2.41,1,4,11.42,35,0,2,8704.0
2015,2013 Chevrolet Volt,1,475000,2.54,1,4,36.13,45,0,4,16929.88235
2016,2014 Ford C-Max Energi,1,125000,-2.39,0,4,30.96,35,0,1,19363.63636
2015,2014 Chevrolet Volt,1,325000,2.15,1,2,21.93,45,1,3,24096.0
2016,2015 BMW i3,1,75000,2.67,1,2,13.08,65,0,3,3818.181818
2017,2016 Tesla Model S,1,225000,2.79,1,3,10.35,55,0,3,6058.0
2015,2014 Tesla Model S,1,500000,1.88,1,3,5.16,75,0,2,5400.0
2015,2013 Nissan Leaf,1,225000,2.54,1,3,8.51,65,0,3,13728.85714
2015,2013 Tesla Model S,1,500000,1.87,1,4,18.35,55,0,5,14397.12
2015,2015 Fiat 500e,1,125000,1.75,0,2,22.49,35,0,2,12000.0
2017,2017 Chevrolet Volt,1,175000,2.6,1,2,21.65,55,0,2,10200.0
2017,2012 Toyota Prius Plug-in,1,500000,2.15,1,3,34.38,45,0,3,13777.77778
2016,2015 Tesla Model S,1,225000,2.76,1,4,28.5,55,1,2,12132.0
2016,2015 Tesla Model S,1,275000,2.72,1,4,20.68,65,0,2,8290.909091
2015,2013 Ford C-Max Energi,1,125000,2.73,1,4,41.98,55,1,2,16644.52174
2016,2015 Tesla Model S,1,500000,2.59,1,4,13.86,65,1,2,14400.0
2015,2014 Chevrolet Volt,1,175000,2.76,1,2,20.23,35,0,2,16410.75
2017,2017 Chevrolet Volt,1,325000,1.34,1,4,30.49,35,0,2,25714.28571
2015,2014 Chevrolet Volt,1,225000,1.4,1,3,26.73,55,0,4,20205.6
